QueryID,AP@10,AP@20,NDCG@10,NDCG@20
128.0,1.0,1.0,0.8497099494824042,0.8497099494824042
129.0,0.7856701940035273,0.8632768601503326,0.5041954549488804,0.6152292246064869
130.0,0.8875,0.76,0.5407504111839271,0.5725815379776484
131.0,0.512063492063492,0.46337868480725625,0.37744418061450263,0.2993600731541416
132.0,0.24285714285714285,0.2528138528138528,0.10877268305531854,0.11015673375064274
133.0,0.9765432098765433,0.9433085433085433,0.7139266642936304,0.715403180624446
134.0,0.8666666666666667,0.8666666666666667,0.4091237902240487,0.3433327859135141
135.0,0.0,0.0,0.0,0.0
136.0,0.4638888888888889,0.4580026455026455,0.4058709237410182,0.28978468752596337
137.0,0.7041666666666666,0.585290404040404,0.3200992494078591,0.3584313598955681
138.0,0.0,0.0,0.0,0.0
139.0,0.7198412698412698,0.7953639619046651,0.39975063523796184,0.48021991308603806
140.0,0.4556878306878307,0.46024613549123355,0.3780976355602002,0.3166487826975963
141.0,0.959375,0.8705889986016206,0.8721718973368122,0.7510972570435255
142.0,0.5722222222222222,0.557081807081807,0.5228713475419439,0.4487735558528203
143.0,1.0,1.0,0.7004820169223037,0.7844250533890245
144.0,0.8701388888888888,0.8260883690708252,0.9016971724215919,0.9293433210125608
145.0,0.1,0.1,0.028645000483838324,0.019265677725295815
146.0,0.0,0.0,0.0,0.0
147.0,0.38055555555555554,0.42318590314913845,0.3160704799790561,0.3144116697901492
148.0,1.0,0.9973684210526316,0.7600895642212449,0.726180357975161
149.0,0.4910714285714286,0.5305186428638441,0.4392620215404083,0.5280820096040755
150.0,0.7393424036281179,0.7058888540796436,0.443813413997341,0.45636659812889047
151.0,1.0,0.8026315789473685,0.6036444951261061,0.5469506158365398
152.0,0.5304421768707482,0.653890753102247,0.47065417136266774,0.5692633885502008
153.0,1.0,1.0,0.13784557950626256,0.1019098088419506
154.0,1.0,1.0,1.0,1.0
155.0,0.5976190476190476,0.5566420507596977,0.4068235172237731,0.4032904857205397
156.0,0.9415178571428571,0.9415178571428571,0.9286044604027512,0.9286044604027512
157.0,0.2,0.1537037037037037,0.04353568993779862,0.0724356576508991
158.0,0.0,0.058823529411764705,0.0,0.015657438021657637
159.0,0.45833333333333326,0.40154061624649856,0.2372793477369247,0.2053994860606595
160.0,0.0,0.09401709401709402,0.0,0.03668020151949041
161.0,0.5,0.3894230769230769,0.2854698956559739,0.2271447372279379
162.0,1.0,1.0,0.7068454489339199,0.7025680402726648
163.0,0.4695767195767196,0.48577251208830163,0.3170528377160727,0.31347378556022315
164.0,0.9472222222222222,0.8997351840777448,0.8319596828808717,0.804893182909235
165.0,0.41666666666666663,0.34920634920634913,0.17375712516334238,0.20812620208120353
166.0,0.0,0.05,0.0,0.026255391391034028
167.0,1.0,1.0,0.6837166785262154,0.7419460104131398
168.0,0.8951388888888888,0.8485952608945064,0.46193440329504826,0.5216112936212604
169.0,0.0,0.0,0.0,0.0
170.0,0.0,0.0,0.0,0.0
171.0,0.0,0.0,0.0,0.0
172.0,0.6053968253968254,0.5954064454064454,0.4876981622680736,0.544333347720617
173.0,0.0,0.11212121212121212,0.0,0.05126213215364236
174.0,0.1111111111111111,0.1111111111111111,0.03001857515304888,0.020189498512925785
175.0,0.9821428571428571,0.8393835048812424,0.6596881141777132,0.590311494643837
126.0,0.6185374149659862,0.7249086879550365,0.3614351726984199,0.41933304645556885
127.0,0.4833333333333333,0.4833333333333333,0.212034951537205,0.14475115728906512
,0.5496925862937766,0.5402166522382942,0.38065685602992955,0.38210389184185994
