QueryID,AP@10,AP@20,NDCG@10,NDCG@20
128.0,0.75,0.75,0.8333333333333334,0.8333333333333334
129.0,0.9060405643738976,0.9202944040099815,0.8871418258625507,0.9060806578415147
130.0,0.26666666666666666,0.2547008547008547,0.41099658163313996,0.4140063293287714
131.0,0.663888888888889,0.641876431649159,0.7426079343700154,0.7442427012554451
132.0,0.2,0.18333333333333335,0.43067655807339306,0.38009868726597196
133.0,0.9467813051146384,0.906356375106375,0.9551223884831086,0.9509284648942395
134.0,1.0,1.0,1.0,1.0
135.0,0.25,0.25,0.5,0.5
136.0,1.0,0.5666666666666667,1.0,0.503972016539877
137.0,0.663888888888889,0.6021284271284272,0.8282297221167967,0.7086847418348237
138.0,0.16666666666666666,0.16666666666666666,0.38685280723454163,0.38685280723454163
139.0,1.0,1.0,0.8877350503276277,0.8825404478322081
140.0,0.47619047619047616,0.4461561099718994,0.6063815293203213,0.547867398716053
141.0,0.95,0.8433333333333334,0.9778585125241057,0.9379333269861654
142.0,0.8928571428571428,0.6918779749662102,0.9540734464808887,0.8775406911825708
143.0,1.0,1.0,0.9491252980025383,0.9067996577460578
144.0,0.9150793650793649,0.9150793650793649,0.9354191146449591,0.9354191146449591
145.0,0.325,0.3408581195636149,0.46533827903669656,0.44921364399635333
146.0,0.0,0.0,0.0,0.0
147.0,0.9166666666666666,0.9166666666666666,0.9502344167898358,0.9502344167898358
148.0,1.0,0.9852889124255425,0.950245473230563,0.9424672417527931
149.0,0.7856701940035273,0.8174377326688252,0.8588926998339692,0.8789012805281436
150.0,0.9626543209876544,0.9536042240587694,0.8508089559909164,0.8285707409733756
151.0,0.8968253968253969,0.7646398046398046,0.9630596906229134,0.7385016514730699
152.0,1.0,0.970367166474433,0.9688679345486808,0.9630600836207202
153.0,1.0,1.0,1.0,1.0
154.0,0.3333333333333333,0.3333333333333333,0.6309297535714574,0.6309297535714574
155.0,0.663888888888889,0.6104628214922332,0.7669174773550822,0.7216136104774336
156.0,0.9484126984126983,0.9484126984126983,0.8985247276809675,0.8985247276809675
157.0,0.52,0.49107142857142855,0.6990754244926983,0.6971293832234476
158.0,0.1111111111111111,0.1111111111111111,0.3154648767857287,0.3154648767857287
159.0,0.7253968253968255,0.6699926900584796,0.7389548335363723,0.7146907132132647
160.0,0.6349206349206349,0.5253637566137566,0.6436345237472307,0.550441006163495
161.0,0.0,0.05,0.0,0.23137821315975915
162.0,1.0,1.0,0.980124241613448,0.9403564837974693
163.0,0.0,0.10512820512820513,0.0,0.2630980896185676
164.0,0.9626543209876544,0.9469509714285255,0.9681480515053189,0.9566687542326162
165.0,0.8333333333333333,0.5202380952380952,0.7539531690476382,0.6671348630310703
166.0,0.0,0.0,0.0,0.0
167.0,0.9626543209876544,0.9471114466164977,0.9268000618502108,0.8946481062433482
168.0,0.9060405643738976,0.9186440931216472,0.9598321530942523,0.8133545680566953
169.0,0.0,0.0,0.0,0.0
170.0,0.0,0.0,0.0,0.0
171.0,0.0,0.0,0.0,0.0
172.0,0.9266666666666665,0.9266666666666665,0.9682314150231827,0.9682314150231827
173.0,0.26666666666666666,0.24027777777777778,0.4659798746177193,0.44925553319351896
174.0,0.0,0.09090909090909091,0.0,0.2890648263178878
175.0,0.8928571428571428,0.7976190476190476,0.9651911745127935,0.8172140524339889
126.0,0.7856701940035273,0.8632768601503326,0.7250167517608536,0.7574421553680524
127.0,0.0,0.0,0.0,0.0
,0.608169664902998,0.5796780532671769,0.6539956012531171,0.6348778113472555
